size,total_sqft,bath,balcony,price
4,4110,4,2,590
3,2533,3,3,425
2,1007,2,1,75
2,1077,2,1,50
2,865,2,0,40
2,1000,2,2,33
2,1285,2,2,65
1,662,1,1,29
3,1850,3,3,95
3,1754,3,2,132
3,1567,3,1,100
3,1695,3,3,50
2,1150,2,1,69
3,1690,3,2,85
3,2350,3,2,210
2,1057,2,1,65
2,1320,2,1,91
4,2119,4,3,111
2,1125,2,1,48
3,2254,3,2,170
1,645,1,1,34
2,1050,2,2,52
2,1040,2,1,41
3,1700,3,1,194
3,1138,3,2,128
2,984,2,1,45
2,1140,2,2,38
3,3596,3,1,200
3,1365,3,2,54
1,560,1,0,19
2,1404,2,1,75
4,1540,4,3,45
3,1050,2,1,39
3,1550,3,3,72
3,1653,3,3,93
2,1194,2,2,47
3,1471,2,3,75
2,700,2,1,35
2,812,2,1,38
3,1504,2,2,83
3,1450,3,2,75
2,957,2,2,54
1,460,1,1,13
2,1050,2,1,75
3,1820,3,2,85
2,1033,2,2,32
2,1165,2,2,88
2,1280,2,1,61
3,1950,3,3,230
3,1550,3,3,65
2,1392,2,1,130
3,1221,3,3,75
1,1000,1,1,19
2,1300,2,2,60
2,1065,2,3,31
3,1209,2,3,65
3,1929,4,1,101
2,1255,2,1,84
2,1035,2,1,31
3,1650,3,2,101
3,1275,2,3,65
2,1128,2,1,65
2,1140,2,2,38
2,1183,2,2,58
2,1155,2,1,39
3,1245,2,2,43
2,1000,2,1,38
2,1040,2,1,75
3,1477,2,2,75
3,1525,2,2,65
2,1220,2,1,65
3,2388,3,1,195
2,1355,2,1,97
2,1141,2,1,62
2,1046,2,0,49
1,630,1,2,35
2,1247,2,2,62
4,3855,4,3,220
2,850,2,1,32
2,1120,2,2,36
3,1798,3,1,110
3,1180,2,1,45
2,1000,2,1,34
2,1216,2,1,82
3,1842,3,2,115
3,1075,2,1,43
2,1495,3,3,88
3,1700,3,3,120
3,1564,3,1,103
2,1256,2,1,65
2,1047,2,1,89
3,1458,3,1,78
2,1063,2,1,61
2,1150,2,1,52
1,450,1,1,9
2,1360,2,0,45
3,1605,3,2,76
3,1200,4,2,205
3,1810,3,2,100
2,1250,2,2,48
3,1475,2,2,58
2,850,2,1,25
2,1025,2,1,26
2,980,2,1,45
3,1428,2,1,70
3,2050,3,3,82
2,1407,2,1,83
3,4170,3,2,800
3,1585,3,1,84
3,1785,3,2,130
2,900,2,3,45
3,1843,3,2,96
2,1200,2,1,67
2,1113,2,1,52
2,1125,2,1,47
3,1150,3,2,45
2,770,1,1,70
2,1181,2,2,57
3,1550,3,3,64
2,1295,2,2,55
3,1506,3,1,95
3,1872,3,2,152
4,2900,4,2,240
3,1326,2,1,35
2,1040,2,1,33
2,1020,2,1,48
3,1400,3,2,90
2,1100,2,1,54
2,829,2,1,22
3,1500,3,1,72
2,850,2,1,25
2,1180,2,2,60
4,5108,5,2,995
3,2215,4,2,150
2,1010,2,1,36
2,1350,2,2,60
2,1100,2,0,50
3,1450,2,2,62
2,1133,2,2,40
3,1564,3,2,100
3,2072,4,2,157
3,1460,2,3,51
1,600,2,1,35
2,1050,2,2,52
2,700,2,1,35
1,654,1,1,38
2,1105,2,2,50
3,1800,3,3,150
1,700,1,1,30
2,1000,2,1,51
3,1240,2,1,63
2,1200,2,3,45
3,1400,2,2,80
3,1393,3,2,54
2,1140,2,2,50
3,1640,3,2,70
2,720,2,2,65
3,1650,3,3,68
4,2496,4,2,125
2,905,2,1,32
3,1600,3,1,125
2,1070,2,1,45
2,1200,2,2,100
2,1145,2,2,75
3,1495,3,2,55
3,1400,3,2,53
3,1558,3,2,90
2,1007,2,1,53
2,902,2,1,25
2,1054,2,1,53
3,1135,2,3,39
2,996,2,2,49
2,1275,2,2,47
4,2502,4,2,170
2,1394,2,3,52
2,1243,2,2,46
2,1216,2,1,75
2,1075,2,1,57
3,1500,3,3,120
4,1708,3,1,76
3,1800,4,3,115
2,1532,2,1,65
3,1726,3,2,81
2,1220,2,2,54
2,1100,2,2,50
3,1530,3,3,40
2,840,2,1,28
3,1250,4,3,39
3,1499,3,2,89
3,1280,2,3,55
2,1170,2,2,59
2,1161,2,3,36
2,1050,2,2,65
1,418,2,1,11
2,905,2,2,50
3,1510,2,2,55
3,1390,2,3,60
2,1101,2,2,66
3,2350,4,2,163
2,1056,2,2,55
3,1425,2,2,49
3,1450,3,1,70
2,1000,2,2,34
1,575,1,1,38
3,1350,2,2,47
3,1770,3,2,90
3,3155,3,2,315
1,745,1,0,34
2,1547,2,2,103
3,1713,3,1,120
3,1856,4,2,180
2,1152,2,1,57
2,1100,2,1,46
3,2357,3,2,135
3,1820,4,2,95
3,1865,3,1,139
2,1240,2,2,65
3,1360,3,1,75
3,1450,2,2,63
2,1139,2,2,72
3,1565,2,2,56
2,1200,2,2,39
3,1855,3,3,140
3,1350,2,2,65
3,2266,3,2,207
1,660,1,1,23
2,1490,2,1,150
3,1083,2,1,48
2,1232,2,1,83
3,1550,3,1,86
2,1227,2,2,70
2,1059,2,2,68
2,545,1,1,29
2,1152,2,1,54
2,870,1,1,45
2,1210,2,1,78
1,663,1,0,46
3,1464,2,1,135
3,1365,3,1,80
3,1704,3,1,120
2,883,2,0,49
3,1080,2,1,45
2,497,1,1,25
2,1073,2,1,52
2,1300,2,3,32
1,662,1,0,45
2,1200,2,2,75
3,1550,3,3,75
3,1707,3,2,171
2,1310,2,2,80
3,1577,3,2,65
3,1324,3,2,65
3,1786,2,2,106
2,1174,2,1,75
1,565,1,1,33
3,1400,2,1,95
1,635,1,1,28
3,1368,2,1,54
3,1450,3,3,55
2,1045,2,2,48
2,1128,2,1,65
2,1125,2,1,54
2,1195,2,1,62
3,1740,3,0,120
2,877,2,1,29
3,1770,4,1,68
1,450,1,1,15
2,1300,2,2,78
3,1300,2,1,42
2,985,2,1,40
2,1045,2,2,42
2,1250,2,1,62
2,1194,2,2,46
3,1420,3,3,68
3,1720,3,3,83
3,1530,2,2,74
3,1570,3,3,88
3,1157,2,1,74
2,535,1,1,20
2,1120,2,2,39
2,1150,2,2,60
2,1215,2,1,68
2,1444,2,1,75
3,2003,3,3,200
2,1100,2,2,70
2,900,2,1,42
3,1372,2,1,43
3,1180,2,1,55
2,1096,2,2,39
3,2504,3,3,138
3,1350,2,2,47
1,420,1,1,23
3,1832,3,1,116
2,940,2,1,40
2,1020,2,1,29
2,1400,2,2,45
3,1675,3,2,65
2,708,2,1,32
2,1123,2,1,36
2,1100,2,1,49
2,1225,2,2,71
3,1683,3,1,140
1,410,1,1,15
2,1475,2,2,80
2,1120,2,2,49
2,1150,2,1,42
2,1165,2,1,85
3,1756,3,2,134
2,1409,2,2,95
2,1212,2,1,56
2,1140,2,2,26
3,2087,3,2,115
3,1700,3,1,118
2,1110,2,1,52
2,1000,2,1,28
2,1205,2,2,64
2,1418,2,2,105
3,1650,3,3,82
2,1150,2,1,38
2,850,2,0,34
3,1580,3,1,83
2,1216,2,1,84
1,381,1,1,28
2,1040,2,1,55
3,1260,2,1,49
3,1498,3,2,74
3,1200,2,2,65
2,1355,2,1,72
3,1450,3,1,65
3,1860,3,2,168
2,1240,2,2,70
3,1300,2,2,55
3,1950,4,2,120
3,1625,2,2,145
2,1200,2,2,30
2,1101,2,2,66
2,1216,2,1,72
3,1250,2,3,50
3,1470,3,2,54
3,1365,3,1,76
2,1364,2,1,64
2,1180,2,1,59
3,1800,3,2,130
2,1350,2,2,42
3,1573,3,2,98
3,1620,3,3,95
2,1072,2,1,42
1,560,1,1,21
2,1156,2,2,46
2,1336,2,1,86
2,1200,2,1,20
4,3400,4,3,235
3,1608,3,3,54
4,4000,4,3,441
2,1215,2,2,40
2,1100,2,1,166
3,1517,3,3,100
2,1565,2,2,69
3,2025,4,2,115
2,1057,2,1,34
3,3850,3,3,650
2,1044,2,2,34
3,1695,3,2,125
3,1635,3,1,61
2,1140,2,2,56
2,1150,2,2,35
2,1110,2,2,110
2,1163,2,2,64
3,1418,2,2,65
2,1155,2,1,60
2,1115,2,2,78
2,1020,2,2,48
3,1485,3,2,78
2,1209,2,2,100
2,1089,2,1,43
2,1445,2,2,82
3,1250,2,2,50
3,1500,3,1,95
3,1705,3,2,75
3,2200,3,2,160
3,1450,3,2,58
3,1220,3,2,56
2,1259,2,2,69
3,1260,2,1,73
3,1919,3,2,121
2,1050,2,1,103
2,1000,2,2,60
3,1640,3,1,86
3,1488,2,2,65
3,1265,2,2,53
3,1640,3,2,120
3,1719,2,2,88
2,1180,2,2,70
3,1700,3,1,110
2,1464,3,3,56
2,1225,2,2,62
2,1050,2,0,68
3,1691,3,3,120
3,2250,3,2,199
4,3700,4,2,314
2,1190,2,3,42
2,1243,2,2,46
2,765,2,1,37
2,730,1,2,52
3,1405,3,0,169
3,1350,3,1,45
1,500,1,1,18
2,1200,2,2,55
2,1165,2,1,33
3,1400,2,2,57
1,700,1,1,35
3,1485,2,1,66
2,700,2,1,41
3,1346,2,1,100
3,1075,2,1,47
2,1050,2,1,43
3,1800,3,2,53
3,1609,3,3,115
2,770,1,1,35
2,1076,2,1,50
2,1052,2,2,51
2,1000,2,2,35
2,1000,2,1,28
3,1262,2,1,83
1,500,1,1,16
3,1600,3,2,180
2,1251,2,1,53
2,1140,2,2,49
2,1157,2,2,47
1,648,1,1,34
2,1197,2,1,78
3,1500,3,3,51
2,1185,2,1,51
3,1397,3,3,105
2,1175,2,2,47
2,900,2,1,60
3,2710,3,2,170
3,1720,2,2,126
3,1756,3,2,307
1,602,1,1,38
3,1770,3,2,180
2,1295,2,2,43
2,1200,2,2,46
2,1100,2,2,45
2,1194,2,2,46
3,720,2,1,32
3,1476,3,0,105
2,1056,2,2,65
2,825,2,1,35
3,1860,3,2,130
2,1063,2,2,40
1,697,1,1,35
3,1835,3,2,160
2,1147,2,1,75
3,1360,2,2,47
2,1080,2,3,64
2,1010,2,1,40
2,1270,2,1,95
2,1100,2,1,61
2,1410,3,2,92
2,1065,2,1,41
3,1315,3,3,65
3,1650,3,2,200
2,1140,2,2,43
2,960,2,1,45
2,800,1,1,29
2,1225,2,1,47
2,1020,2,2,45
2,750,2,1,27
1,535,1,1,35
2,1035,2,1,60
2,1020,2,1,29
3,1315,3,0,64
3,1350,2,2,130
3,1075,2,1,48
3,1450,2,3,50
2,1350,2,1,99
3,1929,3,1,103
2,1100,2,2,72
3,1800,3,2,110
2,1223,2,1,42
3,1664,3,2,69
3,1360,2,2,47
2,1158,2,2,67
3,1420,3,2,58
2,1268,2,1,127
2,1308,2,1,75
3,1485,3,1,140
2,1067,2,3,33
3,2450,3,3,330
2,1152,2,1,42
3,1525,2,2,62
2,935,2,1,32
3,1465,2,2,88
2,1198,2,1,65
2,1145,2,1,63
1,400,1,1,11
4,3420,3,2,410
3,1310,3,1,63
3,1861,3,3,92
3,1265,2,2,65
2,1280,2,2,75
3,1279,2,1,53
3,1590,3,2,57
3,1837,3,3,142
3,1703,3,2,130
3,1293,2,2,80
2,700,2,1,35
3,1450,3,2,75
2,1030,2,2,57
3,1570,3,3,65
2,1000,2,2,60
3,1075,2,1,37
2,1091,2,1,33
3,2210,3,3,165
3,1738,3,0,110
3,1640,3,2,262
2,1205,2,1,56
2,1009,2,1,30
4,3362,5,2,249
2,960,2,1,55
3,1330,2,2,46
2,1024,2,1,32
2,1196,2,2,40
1,800,1,1,29
3,2650,3,2,260
2,1080,2,2,60
2,1150,2,1,55
3,1286,2,1,68
2,1150,2,2,90
2,1310,2,2,111
2,1352,2,2,72
2,1307,2,1,50
1,682,1,1,36
3,1650,3,2,85
3,1850,3,2,120
2,982,2,1,25
2,2015,4,0,325
3,1702,3,2,115
2,1250,2,2,79
2,1240,2,2,40
2,1023,2,1,52
2,1541,2,1,181
2,1275,2,1,105
3,1580,3,3,125
2,1343,2,2,75
3,1365,3,1,52
2,1047,2,1,72
2,1187,2,2,42
2,1075,2,2,45
3,2048,3,2,206
2,1090,2,1,57
3,1119,2,1,48
3,1355,2,3,58
3,1445,2,2,86
4,6500,4,3,1400
2,1165,2,2,64
3,1787,3,2,107
2,1020,2,1,29
3,1797,4,1,95
2,1205,2,2,58
2,1095,2,2,55
3,1560,2,2,98
2,1200,2,1,68
3,1450,3,2,65
3,1496,2,1,718
3,1935,4,2,122
2,1016,2,1,45
3,1816,3,1,119
3,1680,3,2,125
2,1220,2,2,63
2,980,2,1,86
2,1250,2,2,60
2,1424,2,3,80
2,1297,2,1,49
2,1290,2,1,89
3,1720,2,1,130
3,1237,3,2,78
3,1720,3,3,98
2,1224,2,2,45
3,1780,3,2,107
3,1800,3,2,93
2,1139,2,2,56
2,700,2,1,35
3,1330,2,2,51
4,2732,4,3,194
2,965,2,1,38
3,1600,3,2,95
2,1464,2,2,56
3,1075,2,1,45
3,1223,3,2,39
2,1170,2,2,44
4,3630,6,1,207
2,950,2,2,35
3,5400,3,2,400
2,865,2,1,40
2,1169,2,2,75
3,1683,3,1,110
3,1250,2,2,44
4,3150,4,3,218
3,1234,3,1,104
1,492,1,1,40
2,600,1,0,27
3,1902,3,2,89
3,1639,3,1,77
2,1214,2,3,67
2,565,2,1,15
2,1386,2,2,85
3,1535,3,3,60
3,1370,2,2,54
3,1655,3,3,90
2,1200,2,2,52
3,1610,3,3,68
2,1105,2,1,80
3,1655,3,1,108
2,770,2,2,30
2,1210,2,1,69
2,965,2,2,37
2,700,1,1,41
3,1740,3,2,95
3,1310,2,1,37
3,1763,3,3,98
3,1900,3,3,150
3,1450,2,2,55
3,1836,3,2,148
2,1160,2,2,75
2,1153,2,1,43
2,1285,2,2,55
3,2500,3,2,400
2,1194,2,2,47
2,1257,2,1,105
3,1240,2,1,79
3,1294,2,2,52
2,1095,2,1,45
2,1145,2,2,46
3,1826,3,2,130
2,1314,2,2,60
3,1900,2,1,120
2,1040,2,2,36
2,1290,2,1,85
3,1325,2,1,47
3,2600,3,2,195
2,1129,2,1,44
2,1075,2,0,52
2,1108,2,1,48
2,810,2,1,25
2,1155,2,1,65
3,2367,3,3,375
3,1550,2,2,98
2,1100,2,2,38
3,1452,3,3,54
2,1141,2,2,54
3,1464,3,2,56
3,1500,3,3,67
1,456,1,1,15
4,3122,6,2,245
2,760,2,2,37
2,800,2,2,32
2,1180,2,1,71
2,775,2,2,29
2,1145,2,2,49
2,1060,2,1,42
3,1420,2,1,75
4,2439,4,3,190
2,1111,2,1,49
2,1200,2,2,42
2,1247,2,1,47
2,1050,2,1,77
3,1550,3,1,85
2,1270,2,1,80
2,1012,2,1,65
2,970,2,2,34
2,933,2,1,55
2,1148,2,2,69
3,1463,2,1,61
3,1719,3,2,110
2,1350,2,1,88
3,1250,2,2,47
2,1200,2,1,75
2,1030,2,2,44
3,1420,3,3,70
3,1703,3,2,126
2,1210,2,1,80
2,1210,2,1,50
3,1398,3,0,51
2,1335,2,3,110
2,1255,2,1,52
3,1213,2,1,36
2,1240,2,2,42
2,1076,2,1,78
2,1320,2,3,90
2,1216,2,1,80
2,1100,2,2,42
2,1183,2,1,77
1,656,1,1,38
1,534,1,1,19
3,1285,2,2,45
3,2087,4,2,135
2,1161,2,1,59
2,1306,2,3,65
4,2249,4,2,245
3,1504,3,2,67
1,645,1,1,39
2,1100,2,2,42
1,1000,1,0,14
2,1260,2,1,62
3,1817,3,3,102
4,3626,5,3,785
2,1180,2,3,124
2,1050,2,2,55
1,500,1,1,17
3,1930,3,3,75
3,1505,3,2,64
2,890,2,1,27
2,849,2,2,25
2,1057,2,2,30
3,1680,3,2,122
2,799,2,1,35
3,1450,2,1,75
3,1819,3,2,100
2,1135,2,1,56
3,2020,3,2,160
3,1730,3,2,72
3,1950,3,2,125
2,1077,2,1,34
3,1706,3,2,115
5,3000,4,0,300
2,1093,2,1,37
2,1340,2,1,101
2,984,2,1,59
2,1135,2,2,68
2,1155,2,2,39
1,700,1,0,35
2,1150,2,1,42
3,1385,2,1,69
3,2061,4,2,175
3,1335,2,3,73
2,1015,2,1,60
2,1108,2,1,63
2,1180,2,1,105
3,1445,2,1,83
2,1500,2,2,65
2,1085,2,1,46
2,1050,2,2,52
3,1330,2,1,49
3,1762,3,3,112
2,1303,2,2,80
3,1560,2,2,125
3,1110,2,2,29
3,1290,3,2,45
3,1780,3,2,88
3,1636,3,2,83
2,1332,2,2,101
5,7500,5,2,1500
2,1012,2,2,59
2,1192,2,2,53
2,795,2,1,32
2,1213,2,2,48
3,1489,3,2,88
2,1200,2,2,62
2,1140,2,2,28
3,1200,2,1,55
2,1200,2,1,36
3,1650,3,1,94
2,1224,2,2,67
2,1235,2,2,52
2,1200,2,2,45
3,1342,2,2,75
2,1800,2,2,80
2,1130,2,1,46
2,1186,2,3,72
2,1295,2,1,64
3,1535,3,2,85
2,905,2,1,65
2,1447,2,1,75
2,1165,2,1,40
2,1328,2,2,107
3,1485,2,3,110
3,1475,2,3,59
2,1175,2,2,35
2,1245,2,2,100
2,985,2,1,49
3,1395,2,2,63
1,630,1,1,40
4,2400,4,1,88
2,1170,2,2,40
4,2500,5,2,181
2,1100,2,2,49
4,3560,5,3,318
2,1160,2,1,33
2,1180,2,2,55
3,1441,2,1,95
2,1115,2,1,50
3,1825,3,2,145
2,1489,2,0,101
4,2800,4,3,365
3,1278,3,2,62
3,1223,2,2,42
2,1065,2,1,50
2,1190,2,1,64
2,1130,2,2,63
2,1430,2,2,87
4,1900,3,1,90
2,1104,2,1,34
2,1240,2,2,45
2,1140,2,2,62
2,1194,2,2,47
3,1464,3,2,56
4,3508,6,2,425
3,1700,3,3,105
4,2658,5,3,189
3,1600,2,1,90
4,3400,4,2,275
3,1508,3,1,75
1,645,1,1,41
2,1046,2,1,60
2,1079,2,1,32
2,975,2,1,50
2,1050,2,1,51
3,1903,3,2,165
2,1200,2,2,38
4,2996,4,3,200
2,1092,2,2,43
2,1400,2,0,75
3,1416,2,1,85
3,1602,2,1,75
2,1100,2,1,41
4,3800,4,3,235
2,1037,2,1,36
3,1384,2,2,76
1,551,1,1,30
2,900,2,2,27
2,1400,2,1,44
3,2850,4,3,460
2,1030,2,2,75
2,883,2,1,39
1,550,1,1,16
4,1800,4,2,55
2,1210,2,1,77
3,1100,3,1,58
3,1780,3,1,100
2,1050,2,2,60
3,1370,3,3,38
4,3951,4,3,230
3,2500,4,2,112
2,1050,2,1,49
3,1843,3,1,87
2,1186,2,1,76
1,560,1,1,45
3,2357,3,2,135
3,1823,3,2,103
3,1310,3,3,90
3,1520,2,2,60
3,1610,3,1,74
3,1400,2,2,80
3,1625,3,2,120
2,900,2,1,24
2,1100,2,0,32
2,1000,2,1,50
4,2774,4,3,197
1,994,2,0,54
3,1455,3,3,75
2,1172,2,1,75
3,1935,3,2,102
3,1856,3,3,106
3,2392,3,2,249
2,900,2,2,35
3,1757,3,3,98
2,1027,2,2,44
3,1626,3,3,85
2,1200,2,1,54
3,1559,3,1,81
2,1190,2,2,50
2,1200,2,1,72
2,1174,2,1,74
2,1140,2,1,65
3,1603,2,0,125
3,1278,3,2,70
2,1085,2,1,50
2,1195,2,1,61
4,6500,5,2,1400
1,550,1,1,11
2,1165,2,2,45
4,3000,4,2,301
3,1452,3,3,60
1,702,1,1,52
2,1020,2,1,42
2,1340,2,1,65
2,1125,2,1,54
2,1160,2,1,40
2,1050,2,1,50
3,1960,3,1,138
2,1200,3,2,52
2,975,2,1,32
3,1700,3,3,125
2,1275,2,3,69
1,650,1,0,40
2,1495,2,2,110
2,1200,2,2,48
3,1679,3,2,94
3,1450,3,2,75
2,1210,2,1,82
3,1300,2,1,51
2,1165,2,1,49
3,1623,3,3,155
2,1115,2,1,35
1,450,1,1,20
2,1170,2,1,62
3,1700,3,2,126
2,1245,2,1,55
2,1017,2,1,66
2,1242,2,1,75
3,1792,3,1,104
3,1275,3,2,55
1,605,1,1,22
3,1450,3,2,79
2,1200,2,2,40
2,1065,2,1,42
2,1075,2,1,48
2,780,2,1,31
2,1070,2,1,42
3,1464,3,2,56
3,1910,3,2,150
2,1280,2,1,120
3,1530,3,2,64
4,2439,5,2,170
2,1088,2,2,43
2,1174,2,1,78
3,1587,3,1,73
2,1045,2,2,55
2,1304,2,1,69
2,1100,2,2,65
3,1482,2,1,68
5,1000,4,0,65
2,1194,2,2,45
2,1200,2,3,42
2,1070,2,2,32
2,1100,2,1,46
3,1270,2,2,65
2,1000,2,1,31
2,1246,2,1,69
3,1529,3,3,51
2,1185,2,2,42
2,1060,2,1,46
3,1319,3,1,37
2,991,2,0,64
1,662,1,0,38
3,1575,3,2,80
3,1319,3,1,42
2,940,2,1,48
2,985,2,1,25
2,1349,2,2,56
3,1844,3,3,95
3,1830,4,2,150
3,2275,4,2,185
2,1140,2,2,49
3,2648,3,3,238
3,1372,2,2,48
3,1455,2,1,45
2,1100,2,2,38
2,1295,2,1,55
3,1475,3,1,80
3,1788,3,1,164
2,1243,2,1,46
3,1855,3,3,140
3,1850,3,2,120
3,1315,2,2,60
2,1216,2,1,73
3,1721,3,2,93
2,1059,2,1,62
2,1184,2,1,55
3,2223,3,2,300
3,1480,3,2,75
2,635,1,1,28
2,1143,2,1,34
3,1485,2,2,59
3,1640,3,2,251
3,1655,2,1,70
2,900,2,2,41
3,1600,3,3,69
2,1163,2,2,68
3,1685,3,3,101
3,1540,3,3,80
2,1265,2,1,72
3,1200,2,3,38
3,1300,2,1,80
2,1009,2,1,65
3,1540,3,2,65
3,1735,3,3,105
2,497,1,1,20
3,2480,4,1,265
2,1142,2,0,35
3,1215,2,2,46
2,1070,2,1,48
2,1125,2,1,32
2,1125,2,1,32
2,1575,2,3,85
2,1360,2,1,77
3,1710,3,2,85
2,1200,2,1,34
4,2185,3,3,120
4,2400,4,3,135
2,1195,2,1,35
2,1246,2,1,67
2,1012,2,1,45
2,998,2,2,65
2,1130,2,2,85
3,1744,4,1,210
4,2733,5,2,259
3,1354,2,1,98
2,1389,2,2,94
2,1172,2,2,75
3,1495,3,2,60
2,1738,2,1,57
2,1315,2,2,50
2,1270,2,3,73
2,1160,2,1,52
3,1450,2,1,67
1,470,1,1,21
2,1040,2,2,78
2,1205,2,2,29
3,1215,2,3,50
2,1135,2,2,58
3,1224,2,2,48
1,664,1,1,34
3,1160,2,2,42
3,1220,2,1,35
2,1328,2,2,69
2,975,2,2,45
3,1907,2,1,200
2,900,2,1,72
2,1330,2,2,80
4,2330,5,1,175
3,1222,3,2,95
3,2100,3,1,135
4,3335,4,3,290
3,1330,2,2,46
2,1244,2,1,55
2,1000,2,1,50
3,1400,3,2,45
2,1000,2,2,35
3,1250,2,2,50
2,1225,2,2,48
4,2790,5,3,198
4,2800,4,3,365
3,1683,3,3,80
2,1250,2,2,54
3,1305,2,1,110
3,1150,2,1,57
3,1654,3,3,70
4,4500,3,0,225
3,1890,4,3,125
2,1069,2,2,55
2,750,1,1,18
3,1680,3,3,130
3,3500,4,2,500
3,1700,3,2,93
3,1595,3,1,105
3,1866,4,2,245
3,3895,3,2,390
3,1683,3,2,115
2,545,2,1,22
2,1340,2,2,73
3,1100,3,2,53
2,1185,2,2,56
2,1025,2,2,27
3,1730,3,1,95
3,1450,3,1,88
3,1862,4,1,110
3,2430,5,2,180
2,1170,2,3,50
2,1075,2,2,50
2,1060,2,1,34
2,850,2,2,32
2,935,2,1,45
2,1125,2,1,47
3,1725,3,3,85
2,1120,2,3,36
3,1750,2,2,75
3,2000,3,2,77
3,1745,3,3,98
3,1270,2,2,55
5,5384,5,3,420
2,1180,2,2,72
2,1130,2,1,75
4,2774,4,3,197
3,1723,3,2,95
2,1175,2,2,70
3,1607,2,2,112
2,1334,2,1,62
3,1138,3,2,128
2,1113,2,1,70
3,1300,2,2,58
2,1200,2,2,60
3,1900,3,2,190
4,5150,4,3,559
2,1398,2,1,97
2,1110,2,2,44
2,1116,2,1,47
2,1061,2,1,33
1,620,1,1,86
3,1300,2,2,52
2,1270,2,2,57
2,966,2,2,50
4,3596,5,1,297
3,1630,3,2,131
5,600,6,3,72
2,1202,2,1,65
2,1300,2,2,80
3,1360,2,1,70
2,1155,2,1,69
3,2378,3,1,310
2,1011,2,2,38
2,1203,2,2,72
3,1645,3,2,113
3,1364,2,3,50
1,1050,2,2,41
3,1365,3,3,66
3,1252,3,3,70
3,1221,3,2,65
2,1065,2,1,58
3,1270,2,1,55
2,1032,2,2,45
4,2900,4,2,325
3,1515,2,3,69
2,1427,2,2,52
2,940,2,2,50
3,1460,2,2,80
3,2275,4,2,175
3,1522,3,2,90
2,1185,2,2,42
3,1800,3,2,125
2,940,2,1,44
3,1530,3,2,71
2,1050,2,1,48
2,929,2,2,49
3,1530,3,3,75
2,978,2,1,34
4,4041,4,2,345
1,770,1,2,43
2,1066,2,3,55
1,635,1,0,28
2,1015,2,1,45
2,1175,2,0,54
2,1188,2,1,50
1,620,1,1,25
2,1210,2,0,75
2,1185,2,2,43
3,1600,3,3,130
2,1100,2,1,28
2,1300,2,2,69
2,1100,2,1,68
2,860,2,1,28
2,1007,2,1,64
2,1100,2,2,48
2,1187,2,1,38
2,1150,2,2,72
3,2400,3,2,252
2,1180,2,3,41
3,1820,3,2,85
4,3628,4,1,246
3,1430,3,2,70
2,700,2,1,40
2,1165,2,1,40
3,1569,3,2,118
3,1950,4,3,95
3,2437,3,2,125
2,950,2,2,46
3,1685,3,3,115
4,3270,4,3,205
2,1314,2,2,110
3,1250,3,2,40
2,1130,2,2,68
3,1550,3,2,85
3,1715,2,2,100
2,1053,2,1,53
2,1245,1,3,60
2,1320,2,1,160
3,1241,2,1,65
3,2980,4,2,260
2,1090,2,2,57
3,1390,2,1,50
3,2750,5,2,275
3,1100,2,1,52
2,1350,2,2,103
2,800,2,2,55
3,1787,3,2,116
3,2400,3,2,220
4,3700,4,2,325
3,1691,3,2,93
4,2119,4,3,111
3,1896,3,2,102
3,1540,3,2,48
2,1244,2,2,95
3,1365,2,2,65
1,580,1,1,27
3,1355,3,2,83
2,1513,2,3,62
2,1175,2,1,41
3,2087,4,2,139
3,2273,3,2,145
3,2050,3,2,150
2,1190,2,3,59
4,600,3,2,85
2,1019,2,2,49
3,1830,3,2,133
2,1028,2,1,56
2,1300,2,2,100
2,1160,2,1,67
3,1505,3,2,78
2,1250,2,1,55
2,1175,2,1,41
2,1100,2,2,57
3,2159,3,2,120
2,1230,2,1,56
2,1340,2,1,71
3,1750,2,2,89
2,1400,2,1,100
3,1350,3,0,60
3,1675,3,3,62
2,1340,2,1,66
2,1276,2,2,76
3,1738,2,3,76
2,1190,2,2,59
2,1128,2,1,65
2,1250,2,1,55
2,1450,2,2,90
2,1084,2,1,53
4,2150,4,2,90
2,1250,2,2,65
3,1304,3,0,65
3,1640,3,2,268
2,980,2,1,77
2,1275,2,2,49
3,2300,3,2,280
3,1450,2,2,70
2,890,2,1,40
2,1340,2,3,85
3,1100,2,1,75
2,750,2,1,40
2,1300,2,2,66
2,1301,2,1,120
2,1299,2,1,105
3,1250,3,3,40
2,925,2,1,55
2,1107,2,1,45
2,1300,2,1,67
2,570,2,1,62
3,1715,3,2,95
2,1200,2,1,55
2,703,2,1,60
2,921,2,2,29
2,1144,2,2,65
1,525,1,1,26
3,1400,2,2,56
1,661,1,1,33
5,1200,5,2,70
3,1705,3,1,91
3,1430,2,0,55
2,1240,2,2,55
3,1325,2,2,60
2,1230,2,2,44
2,1000,2,3,28
3,1330,2,2,46
3,1300,3,2,170
2,1243,2,2,46
3,1500,2,2,100
2,1073,2,2,72
2,1300,2,2,56
2,1065,2,1,30
2,1216,2,1,66
3,1252,3,2,59
2,1196,2,1,44
2,1027,2,2,44
3,1270,2,2,57
2,1171,2,2,39
3,1215,2,3,48
2,1180,2,1,77
2,1160,2,1,33
3,2140,3,2,139
3,1500,3,1,100
2,1008,2,2,52
3,1921,4,3,129
2,1127,2,2,32
3,1621,3,1,124
